id,name,country,latitude,longitude,owner_user_id,enrichment_status,geo_health,raw_geocode_null,deleted_at
296533ff-7bc4-4eb3-ab38-8e33e1cb3620,Restaurante Tradicional Cádiz de la Sierra,España,36.428253,-6.379453,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
0ab7cc93-b331-40a4-acc8-91a4766cbadf,Restaurante Tradicional Casablanca Bajo,Marruecos,33.583575,-7.520027,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
cf0825f1-8409-4019-ba07-abadeb855c47,Restaurante Tradicional Estrasburgo (Norte),Francia,48.592195,7.64297,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
3cbad260-0147-48cd-bc14-ff165fe47030,Restaurante Tradicional Madrid Antiguo,España,40.443277,-3.784412,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
b43b8fc6-af9d-45c8-9306-c5e0ab42d5e6,Restaurante Tradicional Marsella (Norte),Francia,43.351924,5.359828,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
23f11348-397d-442c-9a65-5188074c6f29,Restaurante Tradicional Marsella Alto,Francia,43.273184,5.429753,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
fd6eb5e1-c296-412f-b53d-f2b2ebdb0623,Restaurante Tradicional Porto del Valle,Portugal,41.068779,-8.725896,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
fe0f7ccf-b42c-48c8-a529-1d54c963c57d,Restaurante Tradicional Salamanca de la Sierra,España,40.914258,-5.688245,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e5c814e5-6b07-4681-a186-ae18ed0d1f75,Restaurante Tradicional Tenerife Alto,España,28.531825,-16.246732,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
6ac63030-f1f1-43c0-87bd-623f30977ccc,Restaurante Tradicional Tenerife Antiguo,España,28.418968,-16.342823,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f0c522ba-4dec-4425-8151-20acc403bb3a,Restaurante Tradicional Valencia de la Sierra,España,39.453323,-0.284511,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
ccb54683-cc64-4dd6-8b49-f175da486045,Ruta de Senderismo Aveiro,Portugal,40.697322,-8.611106,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e21c78e5-250e-45e9-a6eb-ec0c3e65fad0,Ruta de Senderismo Dijon de la Sierra,Francia,47.31947,5.060082,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
06a7def7-9e04-487e-ada0-1eedf23085cf,Ruta de Senderismo Madrid (Norte),España,40.52311,-3.717063,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
21b29687-2e20-42ed-8133-357b50489a8b,Ruta de Senderismo Santander Bajo,España,43.345144,-3.80284,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
7af732e2-7453-4860-9aa6-775649e406c6,Ruta de Senderismo Toulouse Alto,Francia,43.561288,1.436153,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
